adv_id,created_at,value_in_paise,avg_of_previous_3
00aab9f9-0447-4b82-b3a4-d5ecfbf6ff18,"2024-10-23 08:16:10.790187+00:00",10000,5000.0000
00c5e202-21f6-4e25-8b81-f921b1a42684,"2024-10-17 16:58:53.460288+00:00",1000,500.0000
00d4702a-df15-4549-8d95-a8ea7a2ee987,"2024-10-17 11:00:44.250443+00:00",2000,1000.0000
00ed6c31-26c1-49fb-9699-5bec962b6e83,"2024-10-17 00:07:46.601163+00:00",10000,5000.0000
0175d085-8bc3-401b-834d-3f6933f28e99,"2024-10-21 13:27:04.826516+00:00",2500,1000.0000
017b4940-7361-4e65-865c-b5fcdc1acf8a,"2024-10-21 06:44:09.540035+00:00",3000,500.0000
017b7f67-1668-4775-883b-775d17253331,"2024-10-21 10:43:38.051575+00:00",3000,500.0000
01c073be-b1aa-4163-aacf-e9857d9e44d6,"2024-10-18 02:39:53.865249+00:00",10000,500.0000
01c073be-b1aa-4163-aacf-e9857d9e44d6,"2024-10-19 12:43:27.562877+00:00",25000,5250.0000
01d8a046-e6e4-4f25-9897-6518c4051bd4,"2024-10-17 10:14:25.646969+00:00",3000,1000.0000
01f1036c-6225-41b2-942d-dcc1f11a096f,"2024-10-18 07:31:38.245112+00:00",3000,500.0000
020ebb3f-7703-4ee5-a16c-3a2b7dd09fe2,"2024-10-17 16:58:53.460288+00:00",1000,500.0000
02748a9b-a199-44ba-a391-246fe0715ddf,"2024-10-23 15:44:08.502683+00:00",3000,500.0000
028d063b-782b-4337-a923-b3e75cec192c,"2024-10-23 11:15:12.814158+00:00",10000,3000.0000
0291e351-62c5-4345-a766-d728233aa5a4,"2024-10-18 04:47:55.426823+00:00",8405,4202.0000
02942184-14b9-45c2-90f1-f1d442da028c,"2024-10-23 10:54:14.288898+00:00",1000,500.0000
02a42a58-8857-4aa5-833c-818c2579508f,"2024-10-17 10:14:25.646969+00:00",3000,1000.0000
02ca0693-4884-4cb3-9bbe-5dd8a5537c6b,"2024-10-17 12:21:10.059658+00:00",1000,500.0000
02d58bdb-9ec2-4d6f-b4fe-1df3421aacc7,"2024-10-17 10:00:29.476862+00:00",4202,2101.0000
0313d4b6-f81f-404c-a7ef-3ee930c5b916,"2024-10-17 14:12:15.357868+00:00",10000,5000.0000
0320ecb4-05bb-4c29-902c-4ad3f35e2add,"2024-10-17 10:14:25.646969+00:00",3000,1000.0000
0330be00-e84f-4b10-a9d8-d1726f8f22e5,"2024-10-17 10:14:25.646969+00:00",3000,1000.0000
034bdc60-1c05-4811-a929-43fd642c9af6,"2024-10-20 14:35:15.665317+00:00",3000,500.0000
034f96a9-1000-4108-84ee-9510429dfabd,"2024-10-21 14:38:42.186570+00:00",1000,500.0000
037cdb70-6db7-4051-8512-ddc7d917f1ae,"2024-10-17 10:14:25.646969+00:00",3000,1000.0000
0394599e-fcb6-486e-92b7-63b7bc53bebf,"2024-10-17 10:14:25.646969+00:00",3000,1000.0000
039c81a2-155a-4306-8469-8697457abfce,"2024-10-19 14:16:44.490448+00:00",3000,500.0000
03b3da82-3d14-4ab7-907f-b0b5af5a2582,"2024-10-17 16:58:53.460288+00:00",1000,500.0000
03dd48bb-4b23-42ff-897f-b8d4be499f0e,"2024-10-16 09:36:46.129498+00:00",4202,1681.0000
03dd48bb-4b23-42ff-897f-b8d4be499f0e,"2024-10-19 02:59:44.200232+00:00",8406,4202.0000
03edf5cd-5251-48ba-aaa2-7452ade3a78b,"2024-10-21 16:56:09.056616+00:00",3000,500.0000
03f2b1e1-f17f-41af-b57c-b705a7c4088c,"2024-10-17 11:00:44.250443+00:00",2000,1000.0000
04284dc9-c44e-4311-b1e0-4e65ac4c845f,"2024-10-21 16:08:59.830299+00:00",16814,6304.0000
0429535f-869c-4aff-81e9-f0425ef6a190,"2024-10-23 00:57:51.159869+00:00",25000,5000.0000
0468f645-a69a-42b4-a0e4-25798d051783,"2024-10-17 10:14:25.646969+00:00",3000,1000.0000
046ed463-0745-4266-900a-db7fb2b56a73,"2024-10-20 09:04:42.064904+00:00",2500,1000.0000
04a24ab3-dd10-498d-84ac-656e0437a716,"2024-10-17 08:38:53.406559+00:00",3000,500.0000
04a60e9b-9017-4ef3-b84f-b114255b0e8a,"2024-10-20 16:06:21.798623+00:00",3000,840.0000
04d6ed9a-277a-48a8-85b7-bb718b9a042c,"2024-10-19 03:00:48.507015+00:00",10000,3000.0000
04dfb44c-111a-46f3-a827-f0e8d7d99323,"2024-10-20 10:25:10.647988+00:00",3000,500.0000
05147618-0b79-4f29-ba2d-53c11bc3b362,"2024-10-22 08:01:40.567636+00:00",3000,500.0000
055295cd-b31f-4521-be61-2bdec34c77e0,"2024-10-19 07:12:47.345230+00:00",10000,1000.0000
059264d3-2734-4124-8fd4-14a32dfcc058,"2024-10-18 02:59:21.034810+00:00",50000,10000.0000
05acfb53-c8ec-4bc3-8d64-bcaa87f6af6a,"2024-10-17 12:21:10.059658+00:00",1000,500.0000
05b79cc1-a0c1-4291-8074-b9e9d701e853,"2024-10-22 17:09:05.760338+00:00",10000,4333.3333
05bda6ed-864c-4b3b-83b7-5f596711c53a,"2024-10-22 02:16:32.638708+00:00",3000,500.0000
05bda6ed-864c-4b3b-83b7-5f596711c53a,"2024-10-23 17:08:17.142642+00:00",3000,1333.3333
05c23485-11e0-4eb1-8446-b64abb5827cb,"2024-10-21 12:26:44.363387+00:00",10000,4000.0000
05c53c7b-57d4-4af5-b1ff-cedf1f994e4d,"2024-10-17 10:14:25.646969+00:00",3000,1000.0000
05cb5dfc-89a9-4d57-ac2c-eca73959396c,"2024-10-21 01:51:25.373039+00:00",1000,500.0000
05d920c8-1284-45e4-92f1-a2e986eefe83,"2024-10-21 12:26:44.363387+00:00",10000,4000.0000
05e6faaa-728b-49b9-8afc-70bb389df39f,"2024-10-19 03:12:48.262020+00:00",1000,500.0000
05eaa997-2d8e-44d4-93d5-275342edc55f,"2024-10-18 06:22:58.716988+00:00",25215,4202.0000
05f5ba05-ce14-4f56-86b1-ee9d5d382117,"2024-10-19 01:58:41.221493+00:00",25000,10000.0000
060dbb72-8457-4872-a7e9-290d235ae90e,"2024-10-22 04:03:04.243170+00:00",4557,1825.5000
06119b34-58a7-470b-a856-2fc8bddf5827,"2024-10-22 17:09:05.760338+00:00",10000,4333.3333
06234322-a073-4c92-88f8-3c6429b6b8e8,"2024-10-21 01:13:49.716992+00:00",2500,1000.0000
06529212-7e48-41aa-9d23-94699b71618d,"2024-10-23 09:45:39.898717+00:00",1000,500.0000
0673fc71-7cf2-418e-bb0c-ed4f5ea44afc,"2024-10-19 03:00:48.507015+00:00",10000,3000.0000
06a1b709-842d-4d74-814f-890369553055,"2024-10-17 16:58:53.460288+00:00",1000,500.0000
06aeb326-bff7-4cd4-90b7-4581878de74b,"2024-10-22 10:01:12.848041+00:00",5000,1000.0000
06b73743-3e62-40f4-ac5e-94c648d1a4a7,"2024-10-19 19:24:37.542592+00:00",5000,1000.0000
06e894bc-0da9-4710-8093-39ab3f658df7,"2024-10-23 10:54:14.288898+00:00",1000,500.0000
06fbe123-98bd-425b-85fd-10ca1ad1abe1,"2024-10-23 11:15:12.814158+00:00",10000,3000.0000
0701ea73-ece9-4d66-bf26-5a1f929adf7f,"2024-10-22 17:04:32.663800+00:00",10000,3000.0000
07382d78-a40b-46a7-a9cb-6c2eaa03498a,"2024-10-23 11:15:12.814158+00:00",10000,3000.0000
075352cf-433c-4fde-82d0-62e38dd9061b,"2024-10-17 10:14:25.646969+00:00",3000,1000.0000
07559222-6d40-431a-b9a9-65bfeefbb518,"2024-10-23 15:12:49.263320+00:00",10000,500.0000
0771ce80-bd89-4eb4-98af-80d4e3bc281c,"2024-10-20 08:28:26.209051+00:00",5000,500.0000
0771ce80-bd89-4eb4-98af-80d4e3bc281c,"2024-10-20 08:30:58.976442+00:00",5000,2000.0000
07b9fb40-09f0-443e-b9f5-0a6e7d5c49a0,"2024-10-19 11:38:52.660661+00:00",3000,500.0000
07d03686-e89d-477b-b188-55b2d264eaa3,"2024-10-22 17:09:05.760338+00:00",10000,4333.3333
07e55c6f-9df6-423d-a621-4f1e5a604ee7,"2024-10-18 04:36:17.631954+00:00",5000,500.0000
0806caeb-0bbf-447b-89c3-42adbbe33571,"2024-10-17 14:37:51.130902+00:00",3000,500.0000
0822a321-fa5a-4d65-98dc-07ed4ebb4f71,"2024-10-20 03:12:57.917180+00:00",3000,1000.0000
0822bd0d-a2fa-41c5-82b3-e63945f64f49,"2024-10-21 10:58:09.342203+00:00",3000,500.0000
08329aa8-3430-4b53-ba30-01c1a4ab1f15,"2024-10-22 17:09:05.760338+00:00",10000,4333.3333
085a344c-40c3-4ac0-922e-a9e34dac189e,"2024-10-23 08:12:15.852494+00:00",3000,500.0000
085f5f9f-e5c0-4023-b8e2-118889198ee7,"2024-10-18 02:22:53.839440+00:00",10000,500.0000
085ffa4d-5952-48ce-b8f8-d094cea2b06f,"2024-10-21 12:05:08.565950+00:00",3000,500.0000
086b370c-8291-4e05-8d8b-806862325c33,"2024-10-21 14:00:59.325067+00:00",5000,500.0000
08d25790-f952-4eb1-adbc-da236d48a1da,"2024-10-23 10:54:14.288898+00:00",1000,500.0000
08d4b699-23f7-4411-ace9-3d85cac4ae39,"2024-10-17 10:14:25.646969+00:00",3000,1000.0000
090fffb9-3570-4dfc-ba74-f3e82707ae42,"2024-10-17 04:06:41.249510+00:00",10808,4863.3333
090fffb9-3570-4dfc-ba74-f3e82707ae42,"2024-10-18 03:09:38.215470+00:00",10827,4863.3333
090fffb9-3570-4dfc-ba74-f3e82707ae42,"2024-10-18 03:16:07.013770+00:00",10827,4870.3333
096ce018-16a0-4f4f-9403-fa380961a927,"2024-10-16 03:18:39.581004+00:00",10000,946.6667
096ce018-16a0-4f4f-9403-fa380961a927,"2024-10-16 03:19:13.281288+00:00",10000,3946.6667
096ce018-16a0-4f4f-9403-fa380961a927,"2024-10-16 06:57:35.048482+00:00",5000,893.3333
096ce018-16a0-4f4f-9403-fa380961a927,"2024-10-16 06:58:16.557501+00:00",5000,2280.0000
096ce018-16a0-4f4f-9403-fa380961a927,"2024-10-16 07:31:12.871165+00:00",10000,5000.0000
096ce018-16a0-4f4f-9403-fa380961a927,"2024-10-16 10:35:37.993369+00:00",10000,1000.0000
096ce018-16a0-4f4f-9403-fa380961a927,"2024-10-16 11:11:22.749188+00:00",10000,4000.0000
096ce018-16a0-4f4f-9403-fa380961a927,"2024-10-17 05:20:21.656585+00:00",10000,5000.0000
096ce018-16a0-4f4f-9403-fa380961a927,"2024-10-17 06:18:31.583205+00:00",10000,5000.0000
096ce018-16a0-4f4f-9403-fa380961a927,"2024-10-18 04:05:04.657319+00:00",10000,2500.0000
096ce018-16a0-4f4f-9403-fa380961a927,"2024-10-18 04:34:44.417656+00:00",10000,5000.0000
096ce018-16a0-4f4f-9403-fa380961a927,"2024-10-19 02:52:10.031271+00:00",5000,2500.0000
096ce018-16a0-4f4f-9403-fa380961a927,"2024-10-19 03:31:27.171542+00:00",10000,3000.0000
096ce018-16a0-4f4f-9403-fa380961a927,"2024-10-20 04:48:12.556606+00:00",10000,4333.3333
096ce018-16a0-4f4f-9403-fa380961a927,"2024-10-21 04:25:30.899597+00:00",10000,4333.3333
096ce018-16a0-4f4f-9403-fa380961a927,"2024-10-23 08:16:10.790187+00:00",10000,5000.0000
0979296c-272c-450e-9097-8bdf64461556,"2024-10-23 13:55:16.710796+00:00",5000,500.0000
09a4aec4-9e04-4996-b842-88229ac6ffcd,"2024-10-23 16:44:43.522469+00:00",5403,723.0000
09c05230-dd9d-4789-bea3-73e103a5bac7,"2024-10-17 16:58:53.460288+00:00",1000,500.0000
09c8cad1-3ce1-48bb-a316-478a565dd338,"2024-10-17 12:21:10.059658+00:00",1000,500.0000
0a0cae6a-0d00-431d-9ed5-dc3d6a3bb831,"2024-10-23 11:15:12.814158+00:00",10000,3000.0000
0a0d3002-686f-4f0d-9e7c-d4b1bfa286f9,"2024-10-22 13:16:16.143154+00:00",1000,500.0000
0a131b44-7509-4797-b68c-c7631a1a66e4,"2024-10-23 15:50:21.465786+00:00",3000,500.0000
0a2edc3c-cdcd-41d6-b38f-76be9c8697bb,"2024-10-22 17:09:05.760338+00:00",10000,4333.3333
0a36e8c1-181f-4ff3-b2d2-e69a24808caa,"2024-10-17 12:21:10.059658+00:00",1000,500.0000
0a3f4d04-86a4-4ba6-a0fb-e74047648050,"2024-10-18 09:11:38.251229+00:00",3000,500.0000
0a41c289-11ab-4836-a648-318f6969f64b,"2024-10-20 11:50:00.839113+00:00",3000,500.0000
0a4bf2a3-5585-4211-882b-4a06cc9047e2,"2024-10-20 04:22:54.687967+00:00",3000,1000.0000
0a62dfae-8fa1-4fa4-91e0-3f0df78e21c5,"2024-10-19 20:40:51.263803+00:00",4203,1680.0000
0a780868-63d4-4a49-8341-1549e60d0c2f,"2024-10-18 06:41:07.460362+00:00",5000,500.0000
0aa371c4-5fdc-474a-ba6d-812f62aff147,"2024-10-23 03:23:41.714160+00:00",1000,500.0000
0aa45147-5175-4af1-95d1-733a3f00a2aa,"2024-10-22 08:01:40.567636+00:00",3000,500.0000
0aac7bd8-abc5-4d86-9da9-ab90be0ee6ef,"2024-10-21 12:05:08.565950+00:00",3000,500.0000
0ad0f3ef-9904-4c36-a435-f8c71394b450,"2024-10-21 11:35:24.865916+00:00",10000,5000.0000
0b078e98-e0a5-4e2d-8554-252ecc40ec0c,"2024-10-23 08:04:35.310688+00:00",1000,500.0000
0b255e12-79a0-496c-8be7-ef0753cf38d6,"2024-10-20 00:51:31.557659+00:00",5000,2401.0000
0b255e12-79a0-496c-8be7-ef0753cf38d6,"2024-10-23 10:44:24.015816+00:00",25000,4333.3333
0b2f26a9-d822-4cea-8999-63f9fc04bc02,"2024-10-23 11:15:12.814158+00:00",10000,3000.0000
0b31c2b0-767d-4ea6-ad2a-03150fea4971,"2024-10-19 04:22:16.735529+00:00",3000,500.0000
0b31c2b0-767d-4ea6-ad2a-03150fea4971,"2024-10-23 12:14:51.768221+00:00",10000,1750.0000
0b31c2b0-767d-4ea6-ad2a-03150fea4971,"2024-10-23 12:25:22.243492+00:00",10000,4500.0000
0bb13249-52cd-4ed7-9dea-bffdee4ea1c6,"2024-10-19 16:32:33.529617+00:00",10000,2500.0000
0bb13249-52cd-4ed7-9dea-bffdee4ea1c6,"2024-10-19 16:33:37.152065+00:00",10000,5000.0000
0c22cec4-5de3-45b5-aa5f-231264d4e02c,"2024-10-22 05:35:25.515524+00:00",1000,500.0000
0c3a692e-6e60-4001-a195-03fbea8a608f,"2024-10-23 11:15:12.814158+00:00",10000,3000.0000
0c41a7f5-bcb1-4d6e-bd9e-24ca076b5b41,"2024-10-21 10:06:26.279258+00:00",3000,500.0000
0c43c5e3-0894-4839-aaad-23ced8cff389,"2024-10-17 00:03:58.033089+00:00",10000,5000.0000
0c6b240a-3f41-44b3-9197-4b4258bc4333,"2024-10-17 10:14:25.646969+00:00",3000,1000.0000
0c806656-6e21-43eb-b08c-8f48552df4b1,"2024-10-17 16:58:53.460288+00:00",1000,500.0000
0c83170c-1e33-41bd-9dd2-dd6a1078ceb8,"2024-10-17 05:06:42.015547+00:00",10000,3000.0000
0c873d8b-6962-41f2-99a7-14c17cef6a1b,"2024-10-17 12:21:10.059658+00:00",1000,500.0000
0c9bb61d-69d6-4213-b887-41679b9ba87a,"2024-10-21 12:54:13.745791+00:00",3000,1000.0000
0c9bb61d-69d6-4213-b887-41679b9ba87a,"2024-10-23 09:22:46.885148+00:00",5000,1666.6667
0d03d5a7-1082-4b31-a449-b8dde8fdd729,"2024-10-17 10:14:25.646969+00:00",3000,1000.0000
0d082f8f-a748-47f4-8ce7-850b36b8ee6f,"2024-10-18 02:42:05.675559+00:00",10000,5000.0000
0d0db582-7ad4-4bba-94b4-435f5f7ac0c9,"2024-10-19 03:00:48.507015+00:00",10000,3000.0000
0d307255-e33b-44f2-9bc7-6ef93bc4d7a2,"2024-10-23 07:17:48.958547+00:00",2500,500.0000
0d450c7b-2e5e-453c-aa12-ea481226874d,"2024-10-17 10:14:25.646969+00:00",3000,1000.0000
0d49241d-b775-4e22-bbc4-3f93184e9def,"2024-10-23 04:39:28.723228+00:00",3000,500.0000
0d49241d-b775-4e22-bbc4-3f93184e9def,"2024-10-23 04:40:11.527265+00:00",3000,1333.3333
0d6aa447-b1b8-49b6-b8e6-42f758818d70,"2024-10-19 05:22:55.784301+00:00",16813,6003.0000
0d7dfe1b-f90d-4a22-b682-68d7d1f35180,"2024-10-18 05:15:40.891725+00:00",16810,8404.6667
0d853bbe-388a-4900-9d57-954b62a906f3,"2024-10-21 10:43:38.051575+00:00",3000,500.0000
0d95cd91-7a7f-423d-a525-c988bfddb743,"2024-10-20 00:51:31.557659+00:00",5000,2401.0000
0d95cd91-7a7f-423d-a525-c988bfddb743,"2024-10-23 10:44:24.015816+00:00",25000,4333.3333
0d9c9223-cc87-4f20-b686-772de3d77fb4,"2024-10-23 11:15:12.814158+00:00",10000,3000.0000
0da0bd48-4e5e-4f5d-8631-254ec6a35b54,"2024-10-23 01:18:44.064410+00:00",1681,840.0000
0da6af49-d5e6-47fb-80d0-827f20ae6e9d,"2024-10-22 14:06:47.859385+00:00",3000,500.0000
0dd5fe34-9288-47f9-a451-30815342c03c,"2024-10-18 13:27:13.757326+00:00",10000,5000.0000
0dd8b478-fc92-46bd-aa3b-3c719acca5f8,"2024-10-22 12:30:19.557763+00:00",3000,500.0000
0de1a49c-3bda-4c0d-8798-be42e7980eba,"2024-10-21 10:00:54.209653+00:00",1000,500.0000
0e29c056-3c00-40c6-8c7c-9ffc905604a5,"2024-10-23 11:15:12.814158+00:00",10000,3000.0000
0e56dde8-1328-4462-95d3-830307c22aca,"2024-10-22 17:09:05.760338+00:00",10000,4333.3333
0eed804b-153d-4349-9aaa-6845c4701c08,"2024-10-17 10:14:25.646969+00:00",3000,1000.0000
0f014b2f-830a-49f6-8dd2-22ac2719d4d9,"2024-10-17 10:14:25.646969+00:00",3000,1000.0000
0f0718a2-2b6c-4c6b-a161-a6da2321b8a5,"2024-10-17 10:14:25.646969+00:00",3000,1000.0000
0f563756-b363-493c-b788-44b290e2e25c,"2024-10-23 04:50:44.480929+00:00",2500,1000.0000
0f6e4340-4d8c-4a59-9cea-3a83ae1b23aa,"2024-10-21 11:57:39.740171+00:00",5000,2166.6667
0fb32738-1726-4230-8820-2e0662c12d7e,"2024-10-17 12:21:10.059658+00:00",1000,500.0000
0ff19c0a-b1d3-4c97-8ca8-b20fd8b25b72,"2024-10-17 02:41:43.624622+00:00",5000,2500.0000
1003a4fc-e877-4a91-ad0c-96712bc066fd,"2024-10-23 11:15:12.814158+00:00",10000,3000.0000
10062284-7ac1-4db5-adf0-f6ff8f0d22b9,"2024-10-20 21:40:11.162833+00:00",10000,500.0000
101244ea-a537-465c-a20e-cd338413bfd7,"2024-10-21 15:54:22.561928+00:00",3000,500.0000
1068fcaf-7a68-454e-93a7-dc6aa52c6dac,"2024-10-22 16:49:52.449155+00:00",3000,1333.3333
1068fcaf-7a68-454e-93a7-dc6aa52c6dac,"2024-10-23 04:39:28.723228+00:00",3000,1333.3333
1094ae0c-decb-48dd-9d0a-955574003e94,"2024-10-17 10:14:25.646969+00:00",3000,1000.0000
10aaf2b3-d13c-40e8-93eb-ea347099fa32,"2024-10-22 04:44:00.195335+00:00",3000,500.0000
10d75613-c732-4c3f-b8ec-78248b27ccf0,"2024-10-17 12:21:10.059658+00:00",1000,500.0000
10d9c11a-0c0f-4dd9-9bd8-da12c1e5dbd1,"2024-10-18 15:13:50.116275+00:00",1000,500.0000
10e243cb-c57b-4d5c-973c-1f46aba74421,"2024-10-17 07:39:55.920804+00:00",1000,500.0000
10e61e2c-6860-4796-a267-6aa23e3277fe,"2024-10-21 16:56:09.056616+00:00",3000,500.0000
10f1235a-e4fc-4038-8f53-6cd43e4ba976,"2024-10-17 13:20:40.687039+00:00",3000,500.0000
10f1235a-e4fc-4038-8f53-6cd43e4ba976,"2024-10-18 09:24:11.869314+00:00",3000,1333.3333
10f1235a-e4fc-4038-8f53-6cd43e4ba976,"2024-10-22 13:24:44.967061+00:00",5000,1666.6667
10f2550a-da9a-4af4-9348-997d8199d3bb,"2024-10-23 11:15:12.814158+00:00",10000,3000.0000
114193a4-c7f1-4f7a-9fd7-20a5b6bdb876,"2024-10-20 11:20:50.452460+00:00",10000,5000.0000
119f57a3-6357-4361-9a77-83cc26e118cf,"2024-10-17 07:25:59.383386+00:00",1000,500.0000
11d6785a-fb10-4e42-bb1f-78b4dc1b4fe3,"2024-10-22 02:31:38.482316+00:00",10000,3000.0000
11e02659-e9b1-44ec-9d1d-3669d4482601,"2024-10-20 05:29:42.547656+00:00",1000,500.0000
11ee69c1-1188-40cc-aed5-454c4265dbb6,"2024-10-17 10:14:25.646969+00:00",3000,1000.0000
11f7426c-ec03-43b1-9726-b72a6c12d31f,"2024-10-16 03:18:39.581004+00:00",10000,946.6667
11f7426c-ec03-43b1-9726-b72a6c12d31f,"2024-10-16 03:19:13.281288+00:00",10000,3946.6667
11f7426c-ec03-43b1-9726-b72a6c12d31f,"2024-10-16 06:57:35.048482+00:00",5000,893.3333
11f7426c-ec03-43b1-9726-b72a6c12d31f,"2024-10-16 06:58:16.557501+00:00",5000,2280.0000
11f7426c-ec03-43b1-9726-b72a6c12d31f,"2024-10-16 07:31:12.871165+00:00",10000,5000.0000
11f7426c-ec03-43b1-9726-b72a6c12d31f,"2024-10-16 10:35:37.993369+00:00",10000,1000.0000
11f7426c-ec03-43b1-9726-b72a6c12d31f,"2024-10-16 11:11:22.749188+00:00",10000,4000.0000
11f7426c-ec03-43b1-9726-b72a6c12d31f,"2024-10-17 05:20:21.656585+00:00",10000,5000.0000
11f7426c-ec03-43b1-9726-b72a6c12d31f,"2024-10-17 06:18:31.583205+00:00",10000,5000.0000
11f7426c-ec03-43b1-9726-b72a6c12d31f,"2024-10-18 04:05:04.657319+00:00",10000,2500.0000
11f7426c-ec03-43b1-9726-b72a6c12d31f,"2024-10-18 04:34:44.417656+00:00",10000,5000.0000
11f7426c-ec03-43b1-9726-b72a6c12d31f,"2024-10-19 02:52:10.031271+00:00",5000,2500.0000
11f7426c-ec03-43b1-9726-b72a6c12d31f,"2024-10-19 03:31:27.171542+00:00",10000,3000.0000
11f7426c-ec03-43b1-9726-b72a6c12d31f,"2024-10-20 04:48:12.556606+00:00",10000,4333.3333
11f7426c-ec03-43b1-9726-b72a6c12d31f,"2024-10-21 04:25:30.899597+00:00",10000,4333.3333
11f7426c-ec03-43b1-9726-b72a6c12d31f,"2024-10-23 08:16:10.790187+00:00",10000,5000.0000
12201644-eea8-486d-b01c-31a42e2b6125,"2024-10-20 00:51:31.557659+00:00",5000,2401.0000
12201644-eea8-486d-b01c-31a42e2b6125,"2024-10-23 10:44:24.015816+00:00",25000,4333.3333
122c18fa-7bba-49cd-8c1d-6d1f97d0fc51,"2024-10-22 17:04:32.663800+00:00",10000,3000.0000
12451a7a-f750-4cbd-b100-0a881f4ba77c,"2024-10-18 08:10:02.877068+00:00",10000,1000.0000
12560ded-5f65-4357-baf3-211005c86851,"2024-10-20 11:25:39.763472+00:00",3000,500.0000
1270700e-7782-446e-bdf1-19388053dd37,"2024-10-20 00:51:31.557659+00:00",5000,2401.0000
1270700e-7782-446e-bdf1-19388053dd37,"2024-10-23 10:44:24.015816+00:00",25000,4333.3333
1273c577-4f93-4725-a250-4772fa9b7222,"2024-10-23 11:15:12.814158+00:00",10000,3000.0000
12b7e61f-b593-48b3-8957-b4f8293fd622,"2024-10-19 06:37:43.890848+00:00",10000,1000.0000
12c62a2d-c517-4051-947d-2f62db200488,"2024-10-22 15:45:21.698738+00:00",3000,500.0000
12cfb674-8b61-4703-bc8c-92e8f5a58646,"2024-10-20 03:44:43.616358+00:00",3000,500.0000
