adv_id,value_in_paise,payment_gateway,payment_method,payment_status,created_at,app_id,from_currency_amount,from_currency,to_currency_amount,to_currency,transaction_fee_amount,transaction_fee_currency
81684645-fe08-4b11-a3fe-f563d427406c,3000,RAZORPAY,UPI,PROCESSED,2024-10-18 09:34:14.247708+00:00,sikka,300,sikka,30,INR,130,paise
8440069a-a76f-4cc3-9a3b-484b900ad4a6,3000,RAZORPAY,UPI,PROCESSED,2024-10-18 09:34:14.247708+00:00,sikka,300,sikka,30,INR,130,paise
9ca32c28-554e-4e52-9ae8-16cffc06fbef,3000,RAZORPAY,UPI,PROCESSED,2024-10-18 09:34:14.247708+00:00,sikka,300,sikka,30,INR,130,paise
a9d0df25-5fc2-4534-a7f6-7728269adada,3000,RAZORPAY,UPI,PROCESSED,2024-10-18 09:34:14.247708+00:00,sikka,300,sikka,30,INR,130,paise
d7ecd64d-e9ae-42a9-8260-6bfcc98169f1,3000,RAZORPAY,UPI,PROCESSED,2024-10-18 09:34:14.247708+00:00,sikka,300,sikka,30,INR,130,paise
e40e89e0-029e-4219-bfbd-75f4a8b9590f,3000,RAZORPAY,UPI,PROCESSED,2024-10-18 09:34:14.247708+00:00,sikka,300,sikka,30,INR,130,paise
ef51a527-7521-4aca-b02b-237a4dd880d7,3000,RAZORPAY,UPI,PROCESSED,2024-10-18 09:34:14.247708+00:00,sikka,300,sikka,30,INR,130,paise
aef39425-7915-412a-a8c8-7f9d95974770,1000,TREMENDOUS,GIFT_CARD,PROCESSED,2024-10-20 04:16:40.633908+00:00,in_cash,100,iccoin,10,INR,0,USD
b4cb282a-595d-4ece-861a-8d6b823b5f4d,500,RAZORPAY,UPI,PROCESSED,2024-10-17 10:29:15.532098+00:00,in_cash,50,iccoin,5,INR,130,paise
ec42f30e-18a0-46fb-bb98-f1e43eb62acd,3000,RAZORPAY,UPI,PROCESSED,2024-10-16 10:52:24.878006+00:00,in_cash,300,iccoin,30,INR,130,paise
ec42f30e-18a0-46fb-bb98-f1e43eb62acd,3000,RAZORPAY,UPI,PROCESSED,2024-10-16 10:41:02.609281+00:00,sikka,300,sikka,30,INR,130,paise
2ffd0e86-9834-4d4a-adf9-cd6b6277914e,3000,RAZORPAY,UPI,PROCESSED,2024-10-23 14:34:49.390886+00:00,in_cash,300,iccoin,30,INR,130,paise
2c64b73d-a0a7-4852-93d5-199082ce19a0,500,RAZORPAY,UPI,PROCESSED,2024-10-20 07:07:30.667787+00:00,sikka,50,sikka,5,INR,130,paise
43e9cb75-73ec-473d-b917-40e0d43c6b8a,500,RAZORPAY,UPI,PROCESSED,2024-10-20 07:07:30.667787+00:00,sikka,50,sikka,5,INR,130,paise
ae5c8e4a-a4a5-4eb3-81a6-10b877e3933d,5000,RAZORPAY,UPI,PROCESSED,2024-10-23 16:11:01.127779+00:00,sikka,500,sikka,50,INR,130,paise
1cb95699-2a04-4270-9eaf-01b6e1a750ab,3000,RAZORPAY,UPI,PROCESSED,2024-10-21 10:23:33.001414+00:00,sikka,300,sikka,30,INR,130,paise
7d0f32c5-4c2f-4a2d-982f-babe4439b38c,3000,RAZORPAY,UPI,PROCESSED,2024-10-21 10:23:33.001414+00:00,sikka,300,sikka,30,INR,130,paise
918d8234-753f-4455-b346-05ce97b35e52,3000,RAZORPAY,UPI,PROCESSED,2024-10-21 10:23:33.001414+00:00,sikka,300,sikka,30,INR,130,paise
f3df9053-8dba-4288-bde0-d0a2d5dd44ea,500,RAZORPAY,UPI,FAILED,2024-10-17 09:10:30.860365+00:00,sikka,50,sikka,5,INR,130,paise
f3df9053-8dba-4288-bde0-d0a2d5dd44ea,500,RAZORPAY,UPI,PROCESSED,2024-10-23 16:53:06.314403+00:00,sikka,50,sikka,5,INR,130,paise
3c3387ca-6a46-4415-9f8c-8d2c4f8b8df2,3000,RAZORPAY,UPI,PROCESSED,2024-10-23 01:48:48.639955+00:00,rupiyo,30,rupiyo_token,30,INR,130,paise
3c3387ca-6a46-4415-9f8c-8d2c4f8b8df2,500,RAZORPAY,UPI,PROCESSED,2024-10-20 03:33:38.396729+00:00,rupiyo,5,rupiyo_token,5,INR,130,paise
00000000-0000-0000-0000-000000000000,10000,RAZORPAY,UPI,PROCESSED,2024-10-18 10:05:57.489646+00:00,rupiyo,100,rupiyo_token,100,INR,130,paise
00000000-0000-0000-0000-000000000000,3000,RAZORPAY,UPI,PROCESSED,2024-10-21 07:52:51.947062+00:00,rupiyo,30,rupiyo_token,30,INR,130,paise
ca9f6c89-40b8-460b-9786-1fe1f301c370,10000,RAZORPAY,UPI,PROCESSED,2024-10-18 10:05:57.489646+00:00,rupiyo,100,rupiyo_token,100,INR,130,paise
ca9f6c89-40b8-460b-9786-1fe1f301c370,3000,RAZORPAY,UPI,PROCESSED,2024-10-21 07:52:51.947062+00:00,rupiyo,30,rupiyo_token,30,INR,130,paise
f02c1b62-91ce-4d77-ae0e-ba15d9e354da,10000,RAZORPAY,UPI,PROCESSED,2024-10-18 10:05:57.489646+00:00,rupiyo,100,rupiyo_token,100,INR,130,paise
f02c1b62-91ce-4d77-ae0e-ba15d9e354da,3000,RAZORPAY,UPI,PROCESSED,2024-10-21 07:52:51.947062+00:00,rupiyo,30,rupiyo_token,30,INR,130,paise
ae4112bf-2e06-4341-a206-6763f965881b,25000,RAZORPAY,UPI,PROCESSED,2024-10-20 03:47:18.647152+00:00,in_cash,2500,iccoin,250,INR,130,paise
faaa6062-53fa-4441-b68a-cc8b73378197,25000,RAZORPAY,UPI,PROCESSED,2024-10-20 03:47:18.647152+00:00,in_cash,2500,iccoin,250,INR,130,paise
229f0297-d2c4-435b-8f0a-9b67447b34cf,5000,RAZORPAY,UPI,PROCESSED,2024-10-19 01:10:44.084732+00:00,rupiyo,50,rupiyo_token,50,INR,130,paise
229f0297-d2c4-435b-8f0a-9b67447b34cf,5000,RAZORPAY,UPI,FAILED,2024-10-19 01:09:42.158474+00:00,rupiyo,50,rupiyo_token,50,INR,130,paise
2fcf4c6a-5458-4bd3-9de2-5a7e6e3ae91a,5000,RAZORPAY,UPI,PROCESSED,2024-10-17 02:30:00.639214+00:00,rupiyo,50,rupiyo_token,50,INR,130,paise
26c78cd4-2d1e-4493-9309-9412792fea03,5000,RAZORPAY,UPI,PROCESSED,2024-10-17 02:30:00.639214+00:00,rupiyo,50,rupiyo_token,50,INR,130,paise
c642ccae-d6dd-4339-95c6-8168dd13acf2,3000,RAZORPAY,UPI,PROCESSED,2024-10-18 19:44:51.805988+00:00,sikka,300,sikka,30,INR,130,paise
00000000-0000-0000-0000-000000000000,3000,RAZORPAY,UPI,PROCESSED,2024-10-23 07:04:41.671950+00:00,chillar,300,chillar,30,INR,130,paise
4204b5e5-efba-40c1-91b7-7ca3daef7ed6,3000,RAZORPAY,UPI,PROCESSED,2024-10-22 12:41:16.730509+00:00,rupiyo,30,rupiyo_token,30,INR,130,paise
11967bcc-532d-4e1c-9a15-bb3c7409e6ef,500,RAZORPAY,UPI,PROCESSED,2024-10-21 09:26:05.690539+00:00,rupiyo,5,rupiyo_token,5,INR,130,paise
00000000-0000-0000-0000-000000000000,3000,RAZORPAY,UPI,PROCESSED,2024-10-16 03:12:03.401115+00:00,rupiyo,30,rupiyo_token,30,INR,130,paise
00000000-0000-0000-0000-000000000000,1000,TREMENDOUS,GIFT_CARD,PROCESSED,2024-10-19 12:04:55.928387+00:00,rupiyo,10,rupiyo_token,10,INR,0,USD
f4cd17b6-cbcf-4adc-bdce-31aeecf1cd1f,1000,TREMENDOUS,GIFT_CARD,PROCESSED,2024-10-19 12:04:55.928387+00:00,rupiyo,10,rupiyo_token,10,INR,0,USD
00000000-0000-0000-0000-000000000000,500,RAZORPAY,UPI,PROCESSED,2024-10-22 12:25:37.080038+00:00,rupiyo,5,rupiyo_token,5,INR,130,paise
08c604cf-7603-4287-88f3-69661610bd76,3000,RAZORPAY,UPI,PROCESSED,2024-10-17 15:20:01.508306+00:00,sikka,300,sikka,30,INR,130,paise
00000000-0000-0000-0000-000000000000,500,RAZORPAY,UPI,PROCESSED,2024-10-18 13:24:35.977126+00:00,rupiyo,5,rupiyo_token,5,INR,130,paise
532bb5f2-3088-4ff2-85ce-1e44e53b61c0,3000,RAZORPAY,UPI,PROCESSED,2024-10-22 15:34:20.501042+00:00,chillar,300,chillar,30,INR,130,paise
034e6c74-07be-4b5b-9392-6a948f5dcd4a,3000,RAZORPAY,UPI,PROCESSED,2024-10-16 02:01:21.550281+00:00,rupiyo,30,rupiyo_token,30,INR,130,paise
84aefd62-a554-4c41-ab71-4a06e59dded7,3000,RAZORPAY,UPI,PROCESSED,2024-10-16 02:01:21.550281+00:00,rupiyo,30,rupiyo_token,30,INR,130,paise
e82742ae-1197-4cd7-9977-0de03fb107fe,3000,RAZORPAY,UPI,PROCESSED,2024-10-20 19:32:22.836638+00:00,rupiyo,30,rupiyo_token,30,INR,130,paise
e82742ae-1197-4cd7-9977-0de03fb107fe,5000,RAZORPAY,UPI,PROCESSED,2024-10-16 08:42:56.777183+00:00,rupiyo,50,rupiyo_token,50,INR,130,paise
e82742ae-1197-4cd7-9977-0de03fb107fe,5000,RAZORPAY,UPI,PROCESSED,2024-10-17 02:28:35.534407+00:00,rupiyo,50,rupiyo_token,50,INR,130,paise
59ad2f2f-d63b-48db-99d9-ea721dd36eb8,3000,RAZORPAY,UPI,PROCESSED,2024-10-19 08:45:43.789448+00:00,rupiyo,30,rupiyo_token,30,INR,130,paise
81003ed4-4c6f-4e3d-bf3e-a72404272b01,3000,RAZORPAY,UPI,PROCESSED,2024-10-17 05:52:43.695783+00:00,rupiyo,30,rupiyo_token,30,INR,130,paise
098aaded-47ff-4560-a649-571a851c2f0a,10000,RAZORPAY,UPI,PROCESSED,2024-10-22 19:33:36.085647+00:00,rupiyo,100,rupiyo_token,100,INR,130,paise
141b3294-db61-40c3-9772-94acb7df72d1,10000,RAZORPAY,UPI,PROCESSED,2024-10-22 19:33:36.085647+00:00,rupiyo,100,rupiyo_token,100,INR,130,paise
ff74b808-9f87-4ca5-a140-0e2975592924,10000,RAZORPAY,UPI,PROCESSED,2024-10-22 19:33:36.085647+00:00,rupiyo,100,rupiyo_token,100,INR,130,paise
0e4cdb97-1c4c-4879-9c2c-0b9e90d63cd0,1000,TREMENDOUS,GIFT_CARD,PROCESSED,2024-10-17 16:58:53.460288+00:00,rupiyo,10,rupiyo_token,10,INR,0,USD
ed1106c2-c3c5-4034-b591-367dc4fed7fb,1000,TREMENDOUS,GIFT_CARD,PROCESSED,2024-10-17 16:58:53.460288+00:00,rupiyo,10,rupiyo_token,10,INR,0,USD
7dc9e044-7cf6-455a-93ec-8b29171b7400,3000,RAZORPAY,UPI,PROCESSED,2024-10-18 09:26:59.994269+00:00,money_hi,300,mhcoin,30,INR,130,paise
7dc9e044-7cf6-455a-93ec-8b29171b7400,3000,RAZORPAY,UPI,PROCESSED,2024-10-18 09:34:14.247708+00:00,sikka,300,sikka,30,INR,130,paise
7dc9e044-7cf6-455a-93ec-8b29171b7400,3000,RAZORPAY,UPI,PROCESSED,2024-10-18 09:32:30.310629+00:00,chillar,300,chillar,30,INR,130,paise
a54bbd11-b4a0-4746-ba4a-74a2fcbc2939,500,RAZORPAY,UPI,PROCESSED,2024-10-22 04:44:35.490058+00:00,sikka,50,sikka,5,INR,130,paise
195ac5d0-267f-4a95-a037-70d9caff1a07,1000,TREMENDOUS,GIFT_CARD,PROCESSED,2024-10-18 13:30:33.537297+00:00,sikka,100,sikka,10,INR,0,USD
3163c1dc-d712-484a-adfb-bcfae2533a43,1000,TREMENDOUS,GIFT_CARD,PROCESSED,2024-10-18 13:30:33.537297+00:00,sikka,100,sikka,10,INR,0,USD
53dfdba3-02b8-4314-a087-9bf440addcde,1000,TREMENDOUS,GIFT_CARD,PROCESSED,2024-10-18 13:30:33.537297+00:00,sikka,100,sikka,10,INR,0,USD
89ff8058-d2e4-4106-8067-146b224f9cd3,1000,TREMENDOUS,GIFT_CARD,PROCESSED,2024-10-18 13:30:33.537297+00:00,sikka,100,sikka,10,INR,0,USD
57c8651b-6802-471c-8938-82901b56f620,3000,RAZORPAY,UPI,PROCESSED,2024-10-16 07:33:51.561044+00:00,chillar,300,chillar,30,INR,130,paise
57c8651b-6802-471c-8938-82901b56f620,3000,RAZORPAY,UPI,PROCESSED,2024-10-22 08:55:07.109085+00:00,chillar,300,chillar,30,INR,130,paise
d31148f0-ee03-4f33-81be-5c34446c66c0,3000,RAZORPAY,UPI,PROCESSED,2024-10-16 07:33:51.561044+00:00,chillar,300,chillar,30,INR,130,paise
d31148f0-ee03-4f33-81be-5c34446c66c0,3000,RAZORPAY,UPI,PROCESSED,2024-10-22 08:55:07.109085+00:00,chillar,300,chillar,30,INR,130,paise
8de81187-1068-48f1-86e8-abb83d166a22,3000,RAZORPAY,UPI,PROCESSED,2024-10-23 05:07:36.903418+00:00,sikka,300,sikka,30,INR,130,paise
603145cc-f126-4954-9dae-b02a3c960f17,3000,RAZORPAY,UPI,PROCESSED,2024-10-18 09:57:59.837524+00:00,sikka,300,sikka,30,INR,130,paise
8e2a9399-100f-44d3-9525-9a5d0aebe44d,3000,RAZORPAY,UPI,PROCESSED,2024-10-18 11:05:05.613871+00:00,sikka,300,sikka,30,INR,130,paise
20169b74-ef21-4794-a5a8-9be8d3e57ea6,3000,RAZORPAY,UPI,PROCESSED,2024-10-16 02:20:08.268673+00:00,sikka,300,sikka,30,INR,130,paise
b0001d4b-5ad3-4c32-b36f-2745988de4cd,3000,RAZORPAY,UPI,PROCESSED,2024-10-16 02:20:08.268673+00:00,sikka,300,sikka,30,INR,130,paise
4390923b-4119-41f8-8424-ec0c905eeb62,3000,RAZORPAY,UPI,PROCESSED,2024-10-19 02:09:27.395393+00:00,sikka,300,sikka,30,INR,130,paise
624187cd-9c28-4a41-8308-55ae3c5ef08d,3000,RAZORPAY,UPI,PROCESSED,2024-10-19 02:09:27.395393+00:00,sikka,300,sikka,30,INR,130,paise
a1baaa09-be8d-476b-aaeb-e2ae3b5fe8b6,3000,RAZORPAY,UPI,PROCESSED,2024-10-19 02:09:27.395393+00:00,sikka,300,sikka,30,INR,130,paise
e77c20bb-b592-4621-818c-5ff621f01ecd,3000,RAZORPAY,UPI,PROCESSED,2024-10-21 01:17:18.165745+00:00,rupiyo,30,rupiyo_token,30,INR,130,paise
e77c20bb-b592-4621-818c-5ff621f01ecd,500,RAZORPAY,UPI,PROCESSED,2024-10-20 10:14:33.651554+00:00,sikka,50,sikka,5,INR,130,paise
156ac023-c709-46e3-b355-3883fe753861,50000,RAZORPAY,UPI,PROCESSED,2024-10-19 10:37:54.831930+00:00,sikka,5000,sikka,500,INR,130,paise
6ef62b54-2bb8-4c51-ad34-5b0ab7fd787d,50000,RAZORPAY,UPI,PROCESSED,2024-10-19 10:37:54.831930+00:00,sikka,5000,sikka,500,INR,130,paise
a1316819-5088-4e60-92e2-d665e1807aca,3000,RAZORPAY,UPI,PROCESSED,2024-10-16 10:09:25.603892+00:00,chillar,300,chillar,30,INR,130,paise
a1316819-5088-4e60-92e2-d665e1807aca,5000,RAZORPAY,UPI,PROCESSED,2024-10-22 06:08:32.235392+00:00,chillar,500,chillar,50,INR,130,paise
a1316819-5088-4e60-92e2-d665e1807aca,3000,RAZORPAY,UPI,PROCESSED,2024-10-22 09:07:04.373053+00:00,in_cash,300,iccoin,30,INR,130,paise
650dac73-2242-4b03-b0c7-6d12edb78089,1000,TREMENDOUS,GIFT_CARD,PROCESSED,2024-10-16 04:56:53.484019+00:00,rupiyo,10,rupiyo_token,10,INR,0,USD
6975564d-0675-4f46-9c33-b370098a070c,3000,RAZORPAY,UPI,PROCESSED,2024-10-17 09:52:36.981299+00:00,rupiyo,30,rupiyo_token,30,INR,130,paise
a0c8b0f8-9343-40c2-8945-4b60c764ddcc,3000,RAZORPAY,UPI,PROCESSED,2024-10-17 09:52:36.981299+00:00,rupiyo,30,rupiyo_token,30,INR,130,paise
6975564d-0675-4f46-9c33-b370098a070c,3000,RAZORPAY,UPI,PROCESSED,2024-10-23 15:27:10.028486+00:00,money_hi,300,mhcoin,30,INR,130,paise
a0c8b0f8-9343-40c2-8945-4b60c764ddcc,3000,RAZORPAY,UPI,PROCESSED,2024-10-23 15:27:10.028486+00:00,money_hi,300,mhcoin,30,INR,130,paise
6975564d-0675-4f46-9c33-b370098a070c,3000,RAZORPAY,UPI,PROCESSED,2024-10-21 14:40:57.471250+00:00,in_cash,300,iccoin,30,INR,130,paise
a0c8b0f8-9343-40c2-8945-4b60c764ddcc,3000,RAZORPAY,UPI,PROCESSED,2024-10-21 14:40:57.471250+00:00,in_cash,300,iccoin,30,INR,130,paise
a4be7e86-c878-4ee8-bfd2-f298d76aabce,1000,TREMENDOUS,GIFT_CARD,PROCESSED,2024-10-23 05:25:40.519968+00:00,in_cash,100,iccoin,10,INR,0,USD
8501e09d-b7ae-4111-9c62-b818490df295,3000,RAZORPAY,UPI,PROCESSED,2024-10-21 10:23:33.001414+00:00,sikka,300,sikka,30,INR,130,paise
9a6c749f-8fcb-4534-9df5-d18f834aba25,3000,RAZORPAY,UPI,PROCESSED,2024-10-21 10:23:33.001414+00:00,sikka,300,sikka,30,INR,130,paise
ab635300-30a4-4954-819d-88f3a7ed0d7a,3000,RAZORPAY,UPI,PROCESSED,2024-10-21 10:23:33.001414+00:00,sikka,300,sikka,30,INR,130,paise
1cd604fa-886a-442e-ba25-f5e6a52d21d7,3000,RAZORPAY,UPI,PROCESSED,2024-10-18 13:28:55.190925+00:00,rupiyo,30,rupiyo_token,30,INR,130,paise
1cd604fa-886a-442e-ba25-f5e6a52d21d7,10000,RAZORPAY,UPI,PROCESSED,2024-10-19 03:00:48.507015+00:00,rupiyo,100,rupiyo_token,100,INR,130,paise
071f3d05-2bfe-4253-be07-f1af0d03360b,3000,RAZORPAY,UPI,PROCESSED,2024-10-16 14:34:27.909357+00:00,sikka,300,sikka,30,INR,130,paise
